Title,Publication Year,Topic,Topic_Name,Topic_Probability,Abstract Note,DOI,Author
Recovering Decentralized Critical Archival Data From Tampering in Smart City Environment Using Blockchain,2019,0,Topic_0_security_iot_city,0.770951688994379,"A large modern organization usually has a large number of computers and smart devices continuously deployed to store and share critical data among the users inside and outside the organization. Critical data storage needs to be secure and scalable for such an organization. While current cloud-based services offer a centralized view and control over the IT operations of these smart devices, it is prone to attacks, data tampering, and rogue administrator problems. In this paper, an approach using blockchain to recovering critical data from tampering is presented. Although our approach incurs a large amount of overhead due to the use of blockchain, our approach is shown to recover the critical data from all the data tampering. Simulation of our approach used in a smart city environment is conducted to show that the overhead of our approach is compared favorably with that of using a centralized cloud-based approach. Our approach is suitable for recovering critical archival data, instead of real-time data, because the speed is not a very important factor for recovering critical archival data from tampering.",10.1109/SmartWorld-UIC-ATC-SCALCOM-IOP-SCI.2019.00344,V. Mishra; S. S. Yau; C. Yenugunti
Exploring Organizational Contexts in Blockchain Adoption: A Malaysian Public Sector Case Study,2024,0,Topic_0_security_iot_city,0.9350909484371763,"Auditing and other sectors influenced by blockchain have gained attention as potential transformative forces. However, due to the limited concrete evidence, many researchers remain sceptical about blockchain's impact. Most existing studies focus on the possible effects of blockchain on accounting practices and the profession rather than addressing issues within the public sector empirically. This study explores the organizational contexts that influence blockchain adoption in Malaysian public sector auditing, using qualitative data from Malaysian public sector auditors. The findings highlight that auditor competency is a significant barrier, while top management support and organizational innovativeness can facilitate the adoption process. This research is among the first to empirically identify contexts affecting blockchain adoption at the organizational level in public sector auditing, offering a valuable contribution to the accounting information systems (AIS) literature. By applying a well-established theoretical framework to public sector auditing, the study adds new dimensions to the potential blockchain adoption literature. The findings can guide the public sector in understanding the challenges of implementing blockchain auditing projects and developing appropriate solutions. Additionally, the insights are valuable to practitioners and AIS researchers seeking to understand blockchain auditing in different contexts.",10.1109/ICCED64257.2024.10983847,D. Fernandez; N. H. Nik Man
How digital identity on blockchain can contribute in a smart city environment,2017,0,Topic_0_security_iot_city,1.0,"Nowadays, in this digital world, one of the biggest concerns for business and many other public entities, is to know precisely the “identity” of the users that are behind of their systems. Since the data can define a person, there have been many tries to develop technology to determine accurately who the users are and certify their basics attributes like name, address, credit record, as well as other personal characteristics like health status, hobbies and others. That is why Digital Identity has taken a significantly important role in this area and becoming as a crucial security measure in this interconnected environment. This research is a systematic mapping review with the goal of collecting all relevant existing research of Digital Identity on Blockchain technology implemented in a smart city environment. The objective of this paper is to understand the current research topics, challenges and future directions of these areas from the technical point of view. It is expected that this paper can stimulate interest in theory and practice to further discussions and research in these areas.",10.1109/ISC2.2017.8090839,R. Rivera; J. G. Robledo; V. M. Larios; J. M. Avalos
Blockchain based Security Trust Mechanism for Food Supply Chain Management in Smart City Environment,2024,0,Topic_0_security_iot_city,1.0,"Security is a major concern in every domain whose breaches will result in significant loss of commodities and economy. Food supply chain also is one of the sensitive domain where security is a major concern. When considering the food supply chain in smart city environments, the designers need to be more vigil in identifying the loop holes of all the micro transactions. Since trust is a major concern in every offline transactions, the smart cities need to implement these trust ensuring methods in a false safe manner. We propose a block-chain based security mechanism to ensure trust among the participating authorities in a food supply chain of an arbitrary smart city environment. We keep track of the security concerns from the farmers through manufacturers, distributors, local retailers and consumers. In every stage, the transaction is secured using a block-chain mechanism that will ensure the security of transactional data using the credentials of every stake holders. For the ease of customers, we also developed a web and mobile application for tracing the quality of the food, through a series of authenticated signatures stored in a block-chain environment. We have used Flutter mobile application for user end and Remix IDE for Blockchain environment. We have performed a informal security analysis and found that comparatively our method of securing the transactions in a supply food chain exceed the modern state-of-the-art.",10.1109/ICITIIT61487.2024.10580235,M. Vivekanandan; P. K. Premkamal; C. I. Johnpaul; S. K. C. Subhash; D. Yogesh; K. S. Ganta
Government Fund Allocation and Tracking System Using Blockchain Technology,2024,0,Topic_0_security_iot_city,1.0,"State governments should carry out many country duties. The business of public administration covers a wide variety of companies they goal various activities might be prepared across the country. This additionally consists of new initiatives, restore and protection work, achievement of contracts, bills government personnel, agricultural machinery and so on. Over the barrier the face of presidency is the bottom level of corruption, which every so often is going undetected to deprive of advanced repute. Buying and selling could be very difficult here we present a clever machine for tracking forex machine investments State governments undergo the manner of governance at every degree. We are we use block chain technology to manage transactions sequentially Store the readability of each challenge in the reminiscence of every challenge Proof of development for cash. This permits the crystal to be marked\ Requests the right to acquire transactional data on a want to understand basis. Its miles highbrow it makes use of hashes to hold blocks of enterprise information through encryption Transactions inside the shape of chains that are moderated and proven by every node Participates in undertaking discovery and stores data internally in a obvious shape Government. The machine affords entire proof, safety and authentication of budget. A device of dispensing and monitoring cash to help create a risky authorities Process.",10.1109/AIMLA59606.2024.10531515,C. P. Krishna; G. Reddy; T. Venket Babu
Design of Blockchain Lottery for Thai Government,2019,0,Topic_0_security_iot_city,0.8219158174451912,"This research represents a model of buying and selling lotteries system on Blockchain by using Ethereum network to determines the conditions for the purchasing of the lottery and reward the prize winner. Our system uses Ethereum coins to buy and reward the prize for convenience in term of speed and also reduce the problems which is unable to be controlled by the government. For example, lottery agents (intermediaries) may sell the lottery at overprice, and reward the winners at a lower than appropriate rate. Additionally, the most important problem is the verification of the real owner of the lottery.",10.1109/ECTI-NCON.2019.8692241,P. Saichua; S. Khunthi; T. Chomsiri
Blockchain for Dynamic Nodes in a Smart City,2019,0,Topic_0_security_iot_city,0.9137337721213072,"Blockchain is one of the most popular topics for discussion now. However, most experts still see this technology as only part of Bitcoin, other crypto-currencies or money transfer systems. Often, new solutions, proposed by young researchers, are blocked by reviewers, only because these solutions can not be used for Bitcoins. However, Blockchain technology is more universal and can be used also in other areas, for example, in IoT, WSN and mobile devices.This paper considers the implementation of Blockchain technology in sensor networks as an element of IoT. The concept of ""Rolling Blockchain"" was proposed, which can be used to build WSN with the participation of Smart Cars, as nodes of the network.The order of block formation and structure in the chain is proposed and a mathematical model is created for it. We estimate the optimal number of WSN nodes, the number of connections between nodes, for specified network reliability values, was performed.",10.1109/WF-IoT.2019.8767336,S. Kushch; F. Prieto-Castrillo
"Convergence of Blockchain, AI and IoT for Effective Monitoring and Securing Smart City Infrastructure",2023,0,Topic_0_security_iot_city,0.8284092188953556,"The convergence of block chain, artificial intelligence, and the internet of things (IoT) for effective monitoring and securing smart city infrastructure combines these three hot trends in technology and promises to advance the development of smart cities. Blockchain, AI, and IoT represent one of the most notable technological revolutions since the combination of computing and transaction processing systems, which is now having a positive impact. Due to the actions of cyber assault, the applications of these technologies will soon have such a significant impact on our society that it will be difficult to picture life without them. The Internet of Things Infrastructure is vulnerable to assaults since it is hosted on the cloud. Modern methods are thoroughly examined to talk about the advantages and difficulties in each domain. The combination of these three will change technology and advance a number of fields that will benefit academics and experts in industry, fostering improved service delivery and enhancing corporate structures. The convergence will change the game since it will address security and data privacy concerns.",10.1109/ICMEAS58693.2023.10429912,J. Agajo; O. Imoru; C. Aigbavboa; A. Mishra; F. Onah; A. D. Ijala
Blockchain Based Cloud Authentication Framework for Digital Identity Management in Smart City,2023,0,Topic_0_security_iot_city,0.7136718534620855,"The smart city environment includes dozens or even hundreds of various services in various areas of interest to users and aimed at improving the standard of living. These include services related to very sensitive aspects such as health, education, banking, and services that have a secret aspect. Cloud service providers need user data in order to be able to authenticate him in order to be able to access and access the desired service. Therefore, confidentiality, privacy and security are essential conditions for this type of communication. This type of complex and intrusive services leads to the need to provide effective solutions and mechanisms for authentication processes based on digital identity information. The process of building and managing trust between service providers and users needs a system of standards, so this paper provides a framework based on the archived behavior of users and cloud service providers operating within the approved trust circle in a smart environment based on the blockchain and its advantages in reliability, transparency and decentralization, while providing a mathematical model for evaluating and calculating trust standards for all subscribers as a basis for completing the authentication process and accessing services.",10.1109/ICITAMS57610.2023.10525413,A. A. Varfolomeev; L. H. Al-Farhani
Blockchain Technology in the Public Sector by Leveraging the Triumvirate of Security,2022,0,Topic_0_security_iot_city,0.7887046587647228,"Blockchain technology has become a trend in various sectors, both industrial and public sectors. There have been many questions regarding this blockchain technology in terms of competition in the public sector. Mainly among these are the concerns that become issues around governance and control in distributed ledgers. From an information security point of view this article investigates the influence of blockchain technology on public domain processes. It contains an outline of the development of the provision of public services and one-way information by the government to the community, the exchange of information and communication between the public and the government through the current blockchain application, and the current development of blockchain technology. We use a triad, Confidentiality-Integrity-Accessibility to guide our discussion of the interrelationships of security, operation, and regulation of this generation. By leveraging the triad model, we offer a framework for public managers who may also be able to recommend blockchain technology, and we observe the positive benefits that arise from the denial of a distributed ledger. In particular, we look at the benefits of blockchain technology which has to do with disclaimers to help public managers understand how to leverage blockchain generation for an application process.",10.1109/ICOSTECH54296.2022.9829101,N. Septiani; N. Lutfiani; F. Putri Oganda; R. Salam; V. Tashya Devana
An Intelligent Vehicle Data Security System based on Blockchain for Smart City,2022,0,Topic_0_security_iot_city,1.0,"With the development of urbanization, the number of vehicles is gradually increasing, and vehicles are gradually developing in the direction of intelligence. How to ensure that the data of intelligent vehicles is not tampered in the process of transmission to the cloud is the key problem of current research. Therefore, we have established a data security transmission system based on blockchain. First, we collect and filter vehicle data locally, and then use blockchain technology to transmit key data. Through the smart contract, the key data is automatically and accurately transmitted to the surrounding node vehicles, and the vehicles transmit data to each other to form a transaction and spread to the whole network. The node data is verified through the node data consensus protocol of intelligent vehicle data security transmission system, and written into the block to form a blockchain. Finally, the vehicle user can query the transaction record through the vehicle address. The results show that we can safely and accurately transmit and query vehicle data in the blockchain database.",10.1109/VRHCIAI57205.2022.00046,K. Chen; H. Wu; C. Xu; N. Ma; S. Dai; H. Liu
Blockchain-based Reconfiguration Management For Smart City Architecture,2024,0,Topic_0_security_iot_city,0.8885684932121792,"In recent years, Blockchain technology has earned significant consideration from the smart cities developer community due to its ability to provide security, privacy, and authentication. Reconfiguration is also a challenge in IoT-based smart cities architecture, where sensor nodes need to change their behavior by the undefined conditions. In this paper, we develop a solution by integrating Blockchain into smart cities architecture to ensure security and privacy in the reconfiguring process. After deploying IoTex – an private Blockchain framework into smart cities architecture, we design a variety of smart contracts to simulate a IoT reconfiguring process. Blockchain’s features are evaluated by calculating the smart contract’s cost. On the other hand, the whole system’s performance is also measured and evaluated.",10.1109/ICDV61346.2024.10617089,A. Nguyen-Khanh; T. Le-Dinh; B. Nguyen-Van; T. Nguyen-Khanh; Q. Le-Trung
The Notarial Office in E-government: A Blockchain-Based Solution,2021,0,Topic_0_security_iot_city,0.7956488225339265,"The Notarial Office(NO), working on providing various essential certificates, still relies on manual handling and requires paper materials from other government departments. That brings lots of inconvenience. The Notarial Office rejects non-local paper materials for their lower credibility in the local place and then cannot provide cross-borders services. It also easily cause sensitive information leakage as copies of paper materials have been stored. In this case, a blockchain-based system is suitable to address challenges in this scenario because of its advantages (e.g, decentralized, immutability, transparency, auditability). We implemented this system on top of the Hyperledger Fabric. Moreover, we replace manual operations with smart contracts, set extra ledgers to off-load different types of transactions and provide encryption for private information when needed. In the end, we get an expected result. That is, the modification outperformed the unmodified network in experiments.",10.1109/ACCESS.2021.3066184,Y. Gao; Q. Pan; Y. Liu; H. Lin; Y. Chen; Q. Wen
"Design and Development of a Secured Framework equipped with GI Tagging and Blockchain for Enhanced Data Security and Transparency in Healthcare Operations, for Effective Management of Resources in Government Hospitals",2024,0,Topic_0_security_iot_city,0.7385070181179277,"Traditional logistics systems lack mainly security and authenticity. In any retail distribution network, ensuring authenticity is the most critical challenge. A customer always look for authenticity and an upcoming / newly introduced retail network lacks the aspect of authenticity. Even though there are various marketing strategies exist to overcome or mellow down the impact of authenticity, the researchers are still not yet came up with any formidable solution. This paper investigates the synergistic mix of blockchain innovation with Geological Sign (GI) labeling, introducing a progressive system for getting and ensuring the legitimacy of locale explicit items. Our answer fosters a protected, straightforward, and sealed framework via flawlessly incorporating different innovations, guaranteeing the evident recognizability of items to their geological beginnings. GI tagging ensures the authenticity of items being included in the transaction network which enhances customer satisfaction and customer belief on the network. By utilizing blockchain's decentralized and changeless record, the joining emphatically works on the viability of GI labeling, giving a comprehensive answer for battling falsifying and unapproved replication. As well as strengthening the security of provincial items, this cooperative structure additionally helps protect social legacy while upgrading shopper trust in the genuineness and nature of these special contributions. The decentralized architecture of blockchain enhances the fault tolerance of the overall system.",10.1109/ICCICA60014.2024.10585250,A. Chennupati; B. Prahas; B. A. Ghali; S. B; R. M
Blockchain and ICT For Strategic Integration Of ESG Compliance And Financial Innovation In The Banking Sector: A Pathway To Enhanced E-Governance And Government Transparency,2024,0,Topic_0_security_iot_city,0.828011443456473,"This study explores the strategic integration of Environmental, Social, and Governance (ESG) compliance with financial innovation in the banking sector. It mainly emphasizes the transformative role of blockchain and Information and Communication Technologies (ICT) in e-Governance and governmental operations. Banks mainly navigate an increasingly complex regulatory landscape and heightened expectations for sustainability. However, the adoption of innovative digital technologies has emerged as a crucial driver in order to achieve ESG objectives and to enhance operational efficiency. Basically, this research examines how blockchain and ICT can facilitate transparent, secure, and efficient ESG compliance and financial innovation. This study is based on a mixed-method approach that includes data analysis, case studies, and expert interviews. The study identifies key enablers and barriers to this integration. The outcomes reveal that blockchain technology enhances data transparency and security. Whereas, ICT solutions improve regulatory compliance and reporting efficiency. The study also outlines a framework for banks to adopt these technologies effectively with both strategic and operational perspectives. Recommendations are provided for policymakers and financial institutions to nurture a more sustainable and innovative banking environment. This research contributes to the knowledge of how digital transformation can support the banking sector’s commitment to sustainability and innovation.",10.1109/ICTBIG64922.2024.10911430,A. Shrinag; U. Parashar; K. Singh
Blockchain and Internet of Things (BIoT) in Smart Government—Impact Analysis,2025,0,Topic_0_security_iot_city,0.8595433840750668,"Smart information and communications technology and its extensive use usher significant changes in all spheres of society. As a result, there emerge new business models, new organisational and management forms, as well as new demands, both in the private and the public sectors. As far as the developments in the administrative paradigm are concerned, increasingly more governments are making efforts to move from e-government to smart government. The Internet of Things (IoT), blockchain, artificial intelligence are the technologies which enable smart government and make it possible to develop and provide smart services to citizens, organisations and public agencies in a variety of fields. Taking into account the current incipient stage of blockchain and IoT (BIoT) adoption and of the transition to smart government, our study focuses on the identification of the main characteristics of smart government, as well as on the main benefits and challenges related to BIoT in e-government. Moreover, in order to capture the impact of BIoT on e-government, the study proposes a conceptual model in which we define and describe a set of hypotheses on how the BIoT adoption in e-government will impact: 1) the government provision of public services to the citizens (G2C), 2) to the business environment (G2B) and 3) the intergovernmental processes and relations (G2G). The proposed model relies on the current stage of research and is validated through the data collected from a Romanian survey. The study uses the Partial Least Squares Structural Equation Modelling (PLS-SEM model) in order to test and analyse the impact of the identified variables on the use the BIoT based public services. The results indicate that the use of BIoT may contribute to delivering higher quality public services. Furthermore, our paper also lists the main recommendations that may step up the transition to smart government.",10.1109/ACCESS.2025.3599108,M. Stoica; M. Mircea
Blockchain Standards and Government Applications,2019,0,Topic_0_security_iot_city,0.9078903479031702,"Many people talk about blockchain but very few understand its true nature and potential. Blockchain seems very exciting yet simultaneously a bit confusing, and naturally many people, businesses, and governments approach it with high expectations while also exhibiting some hesitancy. This article will deal with the use of blockchain in relation to government applications. A proper assessment of such use requires a discussion on blockchain standards, which are currently developed, or may develop in the future. Without blockchain standards, any potential use of blockchain in government will be of limited and restricted value. This would render our discussion on government applications rather limited too. Standards enable us to appreciate blockchain applications in a useful way for future applications outside the context of government. Focusing our attention to government applications is deliberate. Blockchain, obviously, provides amazing opportunities for the private sector. Over the last years there has been widespread public disbelief in many public and government institutions. Corruption, fraud, lack of transparency, alienation and disconnection of citizen from decision-making centres oblige governments to change and offer proper governance conditions for their citizens. Further, higher consumer expectations in all sectors of the economy naturally affect the expectations of citizens vis-à-vis their governments. For the above reasons, governments could leverage the positive features of blockchain to restore their reputation and efficiency towards citizens, by using blockchain. Of course, governments can use blockchain for many of their applications. To decide the proper application of blockchain within their operations, governments must embark on a need-based approach. Standards are extremely useful in such a need-based approach.",10.13052/jicts2245-800X.736,C. Aristidou; E. Marcou
Towards Citizen-Centric Services using Blockchain-Powered Digitalization of Public Sector Processes,2023,0,Topic_0_security_iot_city,1.0,"Public sector institutions operate in a rapidly changing landscape that is transforming the way services are delivered. To ensure positive outcomes for citizens, governments need the support of efficient public institutions with the capacity to keep track with emerging trends and changing expectations. The adoption of new technologies offers innovative opportunities for the public sector and can improve interactions between citizens and institutions and enabling citizen-centric services. The emergence of blockchain technology has inspired a new type of information exchange infrastructure on a peer-to-peer model that makes possible a set of use cases in sectors where improved efficiency, reliability, security and costs around transparency are intended. The public sector is mainly characterized by administrative processes that involve several institutions. If blockchain can promote various types of integration in an organization, the implications around its applicability and its interoperability in the complex integration of an inter-organizational public process remain to be demonstrated. In this paper, we investigate a real-life use case in public administration related to the vehicle registration process involving multiple institutions to develop an architecture that makes possible a blockchain-based digitalization of the inter-organizational process. We describe a case study and use it to extract the system requirements, analyze an approach that identifies coordination and data interoperability in public sector inter-organizational processes, and propose an architecture focused on transparency and privacy for effective deployment. We then implement the designed architecture around the scenarios of the vehicle registration.",10.1109/BCCA58897.2023.10338883,S. I. Sion; K. Zhang; A. April
Blockchain-Based Government Fund Disbursal System using Blockchain and IPFS,2024,0,Topic_0_security_iot_city,1.0,"In the modern landscape, most governments have financial incentives linked to most activities such as education in the form of scholarships, production and manufacturing in the form of production linked incentives (PLIs) and social security and retirement benefits. These social benefits sometimes take the form of giving financial assistance directly to the eligible in the form of bank transfers. However, these schemes are generally opaque in their operation in terms of allocation and timely disbursement of funds, leading to distrust in the government. This lack of transparency and inefficiency is generally attributed to corruption in local governmental bodies. Hence, a solution is required which introduces trackable and auditable disbursal of funds. Blockchain has been proposed as a viable solution for this purpose as fundamentally each transaction is recorded on a public ledger. However, multiple options exist for decentralized file storage such as Filecoin and Arweave, but they have built in incentives for pooling storage, leading to higher costs. And hence, the proposed model uses blockchain to execute smart contracts to establish the eligibility of an applicant, stores the applicant's necessary documents using the InterPlanetary File System (IPFS) protocol, and transfers the funds in a decentralized manner.",10.1109/ISCS61804.2024.10581236,R. Jadhav; A. Gonepuri; P. Deshpande; V. Dhole; M. Dharwadkar; P. Sonkamble
Towards the Development of a Resilient and Compliant Cybersecurity Framework for E-Government: A Survey,2025,0,Topic_0_security_iot_city,0.7368260723167287,"E-government relies on interconnected digital infrastructures that are increasingly exposed to sophisticated, coordinated, and evolving cyber threats. Based on data from Scopus and Web of Science, this study presents a systematic review of cybersecurity frameworks applied to e-government systems. Cybersecurity frameworks can be broadly classified into three main categories: frameworks based on international standards (such as NIST and ISO 27001), frameworks leveraging advanced technologies such as blockchain and artificial intelligence, and hybrid frameworks that combine technology, organizational culture, and internal practices. Our study identifies common challenges across these three categories. These challenges include scalability, interoperability, regulatory complexity, and most notably, the lack of empirical validation. Compliance with international standards, adaptability to different local contexts, and acceptance by organizations are key factors that influence the adoption of these frameworks. The most balanced approach to effectively strengthening e-government cybersecurity is one that combines internationally recognized standards with both human and technological dimensions.",10.1109/AIIoT65859.2025.11105236,J. -B. Gandonou; J. Dégila; T. K. Dagba; T. Wandji; I. Tognisse; A. Adehan
IDNat-Blockchain: A Concept for Indonesia's National Blockchain,2021,0,Topic_0_security_iot_city,0.8790805849605059,"Blockchain gives a compelling way of making government administrations more effective, but standardizing the administration framework, forms and obligation for the application is vital for it to encourage advancement. This article, by giving an investigation of the hone of blockchain in e-government in Indonesia, may serve as an establishment for advance commonsense work and hypothetical investigation in government administrations. The purpose of this article is to propose a concept for the Indonesia's National Blockchain concept which fit to be implemented in Indonesia called IDN at-Blockchain which is derived into three blockchain; (1) IDGov-Blockchain, (2) IDVII-Blockchain, and (3) IDPub-Blockchain. Our research found that blockchain technology can bring the taking after benefits: (1) enhancements within the quality and amount of government administrations, (2) more noteworthy straightforwardness and openness of government data, (3) improvement of information-sharing over distinctive organizations, and (4) help in building a person credit framework in Indonesia. Be that as it may, data security, fetched, and unwavering quality are still major issues in the application. In this way, building up a common application stage of blockchain innovation and creating administration benchmarks are significant for advancing and applying blockchain in e-government.",10.1109/IC-ICTRuDev50538.2021.9656496,D. S. K. Putra; A. Alfari
TangoChain: A Lightweight Distributed Ledger for Internet of Things Devices in Smart Cities,2019,0,Topic_0_security_iot_city,0.9214511800248156,"Internet of Things (IoT) is an emerging technology that have been attracting significant attention from diverse application domains ranging from smart homes, smart cities to smart healthcare and manufacturing. Especially in smart city context, IoT devices play a significant role since the city of the future is an interconnected one, where distributed devices communicate with one another, constantly exchanging streams of real time data. However, the fundamental challenge on deploying such technology is the inherent limitations on IoT device’s computational power, network connectivity, energy consumption, which in turn hinders secure deployment. The introduction of Blockchain technology for digital cash offers a promising data security scheme for IoT applications in trust-less environments. Blockchain promises an elegant approach for secure information dissemination, machine-to-machine micro-transactions, and access control in a smart city context for IoT devices. However, the computational and storage requirements for original Blockchain model presents difficulties for IoT deployment. In this paper, we propose an experimental lightweight distributed ledger for IoT devices, TangoChain, utilizing a directed acyclic graph as underlying ledger data structure. We discuss the rationale behind our design approach, then present our in-progress proof-ofconcept prototype implementation details, and highlight the potentials for secure IoT device deployments in a smart city context.",10.1109/ISC246665.2019.9071753,A. Tekeoglu; N. Ahmed
Blockchain for Secure-GaS: Blockchain-Powered Secure Natural Gas IoT System With AI-Enabled Gas Prediction and Transaction in Smart City,2021,0,Topic_0_security_iot_city,0.8613492466540179,"The traditional natural gas Internet-of-Things (IoT) system has many problems, such as centralized management of resources, noncirculation of data between stations, insecurity of transaction information or account books, and lack of contract consensus. In order to ensure data security and reliable transaction, this article introduces artificial intelligence (AI) and blockchain technology and constructs an AI-enabled and blockchain-powered natural gas IoT system in a smart city. In this article, the natural gas output prediction model based on temporal pattern attention-based LSTMs (TPA-LSTMs) is used to enable the system to sense the change of natural gas deliverability. In addition, we establish a blockchain-based secure natural gas transaction scheme, which dynamically matches the purchase contract and sale contract to maximize the interests of the buyer and the seller and obtain a transaction contract. The experimental results show that our model can predict the output value of natural gas in real time and select the appropriate transaction matching scheme according to the dynamic demand for sales.",10.1109/JIOT.2020.3028773,W. Xiao; C. Liu; H. Wang; M. Zhou; M. S. Hossain; M. Alrashoud; G. Muhammad
eGov-DAO: a Better Government using Blockchain based Decentralized Autonomous Organization,2018,0,Topic_0_security_iot_city,0.9260682112527587,"E-government system has greatly improved the efficiency and transparency of daily operations of a government. However, most of existing e-government services are provided in a centralized manner and heavily rely on human individuals to control. The highly centralized IT infrastructure is more vulnerable to outside attacks. Also, it is relatively easy to compromise the data integrity by inside rogue users. Furthermore, relying on individuals to monitor and control some of the working flows makes the system error-prone and leaves room for corruption. To address these challenges, we propose to use the blockchain technology and decentralized autonomous organization (DAO) to improve the e-government system. The blockchain-based DAO system works in a fully decentralized way and is immune to both outside and inside attacks. At the same time, operations of such system is only controlled by pre-defined rules; thus, the uncertainty and errors caused by human processes are greatly reduced. We provide a concrete use case to demonstrate the usage of DAO e-government and evaluate its effectiveness.",10.1109/ICEDEG.2018.8372356,N. Diallo; W. Shi; L. Xu; Z. Gao; L. Chen; Y. Lu; N. Shah; L. Carranco; T. -C. Le; A. B. Surez; G. Turner
Efficient Trust Management for Blockchain-Enabled Smart City and Medical IoT with Eigenvector-Based ETMS,2024,0,Topic_0_security_iot_city,0.9122096410996411,"Safe environment is aimed at creating within the context of Internet of Things (IoT) networks through the use of the Enhanced Trust Management System (ETMS) with the capability of detecting and eliminating the presence of malicious nodes and their contributions from the trust data. This is achieved using an eigenvector technique, which is integrated into a smart contract during the entire process. This allows edge nodes to invoke the contract at any time when it is necessary to invoke contract. To further enhance the security of the compiled trust information, the trust information is stored within a blockchain in blocks. As for routing the packets to the desired destinations, the result of the simulation demonstrates that ETMS is more effective than the systems currently in existence. In contrast to the systems that are currently in use, the suggested mechanism has a tool that will enable detection of contributions that have been faked in dispersed contexts and will therefore overcome a major deficiency. Moreover, the integration of ETMS into a number of circumstances that involve the Internet of Things, for example, Smart Cities, Medical IoT, and Industrial IoT, is entirely possible without any sort of complications. In the same regard, there is need to undertake further assessment on the capability of ETMS operating in real time across all these scenarios.",10.1109/ICTBIG64922.2024.10911437,A. Katyal; N. S. M; S. A. Tiwaskar; C. Karthikeyan; M. Arora; B. Geetha
Developing the Digital Government Services Acceptance Model (DGSAM): A Framework for Enhancing Public Adoption of Digital Government Services in the UAE,2024,0,Topic_0_security_iot_city,0.7793238781770906,"The adoption of digital government services plays a critical role in advancing public sector transformation, yet existing technology acceptance models, such as the Unified Theory of Acceptance and Use of Technology (UTAUT), have limitations when applied to the complex ecosystem of digital government. These models often overlook key factors such as public value, trust, transparency, and the ethical use of emerging technologies like AI and blockchain, which are essential in the digital government context. This paper introduces the Digital Government Services Acceptance Model (DGSAM), developed by building on UTAUT and incorporating additional constructs relevant to the public sector. By integrating constructs like Perceived Public Value (PPV), Trust, Social Influence, and User Experience (UX), DGSAM offers a comprehensive framework to understand and enhance citizen engagement with digital government platforms. The paper outlines the theoretical basis for DGSAM, the systematic literature review guiding the selection of its constructs, and the hypotheses designed to test its applicability in digital government adoption scenarios. DGSAM provides both researchers and policymakers with a tailored tool for improving digital government services and boosting public adoption rates.",10.1109/DASA63652.2024.10836633,M. Salama; R. Farag
"Blockchain for government services — Use cases, security benefits and challenges",2018,0,Topic_0_security_iot_city,0.7427493018784267,"Public sector and governments have been actively exploring new technologies to enable the smart services transformation and to achieve strategic objectives such as citizens satisfaction and happiness, services efficiency and cost optimization. The Blockchain technology is a good example of an emerging technology that is attracting government attention. Many government entities such as United Kingdom, Estonia, Honduras, Denmark, Australia, Singapore and others have taken steps to unleash the potential of Blockchain technology. Dubai Government is aiming to become paperless by adopting the Blockchain technology for all transactions by 2021. The Blockchain is a disruptive technology that is playing a vital role in many sectors. It's a revolutionary technology transforming the way we think about trust as it enables transacting data in a decentralized structure without the need to have trusted central authorities. Blockchain technology promises to overcome security challenges in IoT enabled services such as enabling secure data sharing and data integrity. However, it also introduces new security challenges that should be investigated and tackled. In this paper, we review the literature to identify the potential use cases and application of Blockchain to enable government services. We also synthesized literature related to the security of Blockchain implementations to identify the security benefits, challenges and the proposed solutions. The analysis shows that is huge potential for Blockchain technology to be used in to enable smart government services. This paper also highlights future research in the areas of concerns that required further investigation.",10.1109/LT.2018.8368494,A. Alketbi; Q. Nasir; M. A. Talib
"Leveraging Blockchain Technology for Enhanced Government Services, Transparency, and Administrative Efficiency",2024,0,Topic_0_security_iot_city,0.8858783440024028,"Blockchain technology prevents the corruption of documents. Property rights, land titles, company registrations, and official permits are all secured by blockchain. Increased transparency, reduced fraud, and increased public trust. Blockchain technologies help streamline government operations. Procurement, licensing, and regulatory compliance are made simpler by digitalizing and safely storing papers and data on the blockchain. Digitization of documents and blockchain smart contracts streamline bureaucratic procedures, automating procurement, licensing, and regulatory compliance, reducing paperwork and processing time. This lessens the amount of paperwork, manual mistakes, and service delivery. Government networks are in danger from cyber-attacks and data breaches. The cryptography and decentralization of blockchain improve government cyber security. The blockchain protects citizen data. Blockchain-based systems improve the sharing of government information. Citizen Service is made more accessible as a result. Blockchain securely distributes medical records amongst doctors, cutting down on redundant testing, improving patient care, and speeding up administration. Blockchain can help with resource distribution and allocation in government. Monitoring and tracking public money ensure resource distribution while reducing corruption. Intelligent contracts built on blockchains enforce financial standards. Transparent and immutable records confidence and the maintenance of citizen identification are made secure and decentralized via blockchain. Blockchain technology offers governments the potential for enhanced services, transparency, and administrative efficiency across sectors like property management, citizen services, and financial accountability. Thanks to blockchain's cryptographic features, people can maintain their identification information and grant access to governmental entities and service providers. Centralized identity databases protect orivacy.",10.1109/ICACCTech65084.2024.00042,S. Dewangan; G. Manoharan; A. K. Sharma; S. Kumar; M. B. Talukder
