Title,Publication Year,Topic,Topic_Name,Topic_Probability,Abstract Note,DOI,Author
AI-Ready Multimodal Data Pipeline to Enrich Cancer Care,2024,-1,Outliers,0.36462373486075456,"This study reports on the progress in designing and developing a framework for integrating heterogeneous datasets—structured, semi-structured, and unstructured—into an AI-ready multimodal data pipeline aimed at predicting radiation therapy interruptions (RTI) and enhancing patient care navigation. The AI-Ready dataset incorporates a broad set of information, including patient demographics, health data, clinical notes, medical imaging, and data on social determinants of health. Preliminary results indicate that this pipeline effectively integrates diverse distributed data sources, providing a foundation for training AI models capable of generating reliable and actionable predictions.",10.1109/BigData62323.2024.10825353,R. Rashid; S. Hashtarkhani; F. A. Kumsa; L. Chinthala; B. M. White; J. A. ZinK; C. L. Brett; R. L. Davis; D. L. Schwartz; A. Shaban-Nejad
An Energy Efficiency Marketplace for Buildings: The ENERGATE System Architecture,2023,1,Topic_1_data_big_big data,0.43918047494732254,"Nowadays it becomes evident that there is a lack of Information Technology systems that decision making as the creation of financing schemes for the building sector. In this context an information system acting as a marketplace enables data driven components that will be exploited by end users to perform bids and offers for building investments. This work focuses on the functional description of the EU-funded project ENERGATE marketplace for energy efficiency investments. ENERGATE System Architecture fosters data sharing, interoperability and the integration of data driven techniques, underlying the design principles to be followed having alignment with existing EU standards and protocols.",10.1109/IISA59645.2023.10345882,P. Kapsalis; A. Papapostolou; K. Touloumis; I. Andreoulaki; Z. Mylona; H. Doukas
Implementation of Big Imaging Data Pipeline Adhering to FAIR Principles for Federated Machine Learning in Oncology,2022,-1,Outliers,0.36202325822071235,"Cancer is a fatal disease and one of the leading causes of death worldwide. The cure rate in cancer treatment remains low; hence, cancer treatment is gradually shifting toward personalized treatment. Artificial intelligence (AI) and radiomics have been recognized as one of the potential areas of research in personalized medicine in oncology. Several researchers have identified the capabilities of AI and radiomics to characterize phenotype and there by predict the outcome of treatment in oncology. Although AI and radiomics have shown promising initial results in diagnosis and treatment in oncology, these technologies are also facing challenges of standardization and scalability. In the last few years, researchers have been trying to develop a research infrastructure for federated machine learning that increases the usability of Big Data for clinical research. These research infrastructures are based on the findable, accessible, interoperable, and reusable (i.e., FAIR) data principles. The India-Dutch “big imaging data approach for oncology in a Netherlands India collaboration” (BIONIC) is a jointly funded initiative by the Dutch Research Council (NWO) and the Indian Ministry of Electronics and Information Technology (MeitY), aiming to introduce radiomic-based research into clinical environments using federated machine learning on geographically dispersed collections of FAIR data. This article described a prototype end-to-end research infrastructure implemented through the BIONIC partnership into a leading cancer care public hospital in India.",10.1109/TRPMS.2021.3113860,A. K. Jha; S. Mithun; U. B. Sherkhane; V. Jaiswar; Z. Shi; P. Kalendralis; C. Kulkarni; M. S. Dinesh; R. Rajamenakshi; G. Sunder; N. Purandare; L. Wee; V. Rangarajan; J. van Soest; A. Dekker
A Novel Architecture for Efficient Fog to Cloud Data Management in Smart Cities,2017,1,Topic_1_data_big_big data,1.0,"Traditional smart city resources management rely on cloud based solutions to provide a centralized and rich set of open data. The advantages of cloud based frameworks are their ubiquity, (almost) unlimited resources capacity, cost efficiency, as well as elasticity. However, accessing data from the cloud implies large network traffic, high data latencies, and higher security risks. Alternatively, fog computing emerges as a promising technology to absorb these inconveniences. The use of devices at the edge provides closer computing facilities, reduces network traffic and latencies, and improves security. We have defined a new framework for data management in the context of smart city through a global fog to cloud management architecture; in this paper we present the data acquisition block. As a first experiment we estimate the network traffic during data collection, and compare it with a traditional real system. We also show the effectiveness of some basic data aggregation techniques in the model, such as redundant data elimination and data compression.",10.1109/ICDCS.2017.202,A. Sinaeepourfard; J. Garcia; X. Masip-Bruin; E. Marin-Tordera
Towards a Data-Centric Research and Development Roadmap for Large-Scale Science User Facilities,2017,1,Topic_1_data_big_big data,0.6757378517882165,"The U.S. Department of Energy (DOE) Office of Science (SC) operates approximately four dozen large-scale science user facilities (SUFs), each of which generates a tremendous amount of scientific data from experiments, observations and computations. To better understand the data needs and challenges, DOE has run many workshops in recent years to identify and articulate data-centric challenges and opportunities at varying resolution, from facility to community scale. Building on those workshop reports, as well as others from elsewhere in the community, this article goes beyond the findings-recommendations typical of workshop reports to consider how one might structure a broad, technology- and data-centric, coordinated research effort that would realize progress towards solutions that address the well documented challenges and opportunities. We focus on identifying practical issues of strategic relevance, along with offering a view about the focal points for a coordinated research and development effort that would target meeting data-centric needs of a broad set of science users and SUFs. These focal points would, by their nature, engage a spectrum of researchers from computer science, computational and experimental sciences, and data science in a coordinated fashion.",10.1109/eScience.2017.72,E. W. Bethel
API-Sociology and Google Global society: confluence of factors for political and economic awareness,2018,1,Topic_1_data_big_big data,0.8780199132858105,"Text Big Data Analytics Study is presented (frequency-morphological analysis of open texts from Google). Visualization of Morphological Matrix, cluster analysis (hierarchical method of dendrograms creation), and Value Chain Map were implemented as the set of tools for analytics. World Economic Forum's Global Risks Report was taken as a model in studying global issues. Global Trends Map was created and is presented; it indicates global social persistent inequality. Our results were compared with Global Risks Report and Multiple Futures Project-2030. Value Chain Map, based on Text Big Data Analytics for eight countries, helped to assess economic situation in terms of competitiveness at the global market.",10.1109/ICAICT.2018.8747036,L. Mazelis; A. Mazelis; N. Shamshurina; Y. Kolesnichenko; D. Yakovleva; O. Kolesnichenko; A. Zykova; I. Grigorevsky
Big Data Processing Verification,2025,1,Topic_1_data_big_big data,0.5032723480775166,"The Subject of the paper is the application of temporal logic to verify data processing processes in big data processing and storage systems, including large industrial systems of the digital economy. The purpose of verification is to identify errors and inconsistencies in the data processing and storage processes at the information processing logic level. In this paper, the authors analyze temporal logics and verification approaches. The choice of linear time logic and the TLA+ tool is justified, and a formalization of the big data processing lifecycle model using the selected mathematical apparatus is proposed. A test bench has been developed that performs automatic specification generation in the TLA+ language. Experimental testing was conducted using the example of a data processing process involving the sharing of SCADA data and data from other enterprise information systems.",10.1109/RusAutoCon65989.2025.11177319,M. Poltavtseva; A. Podorov; D. Zegzhda
Research on Data Security Protection Technology Based on e-commerce Platform,2025,2,Topic_2_data_privacy_security,0.5880611485054742,"With the rapid development of e-commerce, data security has become a core issue in ensuring user trust and sustainable platform development. This paper analyzes the data security risks faced by e-commerce platforms, proposes multi-layered technical protection strategies, and verifies their effectiveness through practical cases, aiming to provide theoretical and practical references for data security protection in the industry.",10.1109/ICSP65755.2025.11086818,L. Jia; Y. Yang; B. Huang
An Approach to Evaluate Load Balancing and Crucial Data Analysis Through Hadoop Framework,2023,1,Topic_1_data_big_big data,1.0,"The tools of big-data analysis like the Hadoop framework, MapReduce, Hive, HBase, Spark, and Pig programming play a vital role in data processing and synchronization that help to find insights from huge amounts of data generated from different resources, including social media, the health sector, the finance sector, education, research and innovation wings, and many more public platforms. These platforms are responsible for rapidly generating huge amounts of data that would be impossible to handle by any traditional method of data analysis. The paper’s objective is to describe the importance of critical data analysis in big data and also specify how the load balancing factor of cloud computing will perform the comparisons between different factors of offloading, based on different parameters such as execution time of jobs, task offloading in the number of virtual machines, and energy consumption by each process to be executed.",10.1109/OTCON56053.2023.10114022,P. K. Shriwas; S. Kuraiya; P. Diwan; V. Kumar; B. Dewangan
UASDAC: An Unsupervised Adaptive Scalable DDoS Attack Classification in Large-Scale IoT Network Under Concept Drift,2024,1,Topic_1_data_big_big data,0.6051108100511255,"Day by day, the number of devices in IoT networks is increasing, and concurrently, the size of botnets in IoT networks is also expanding. Currently, attackers prefer IoT-based botnets to launch DDoS attacks, as IoT devices offer a vast attack surface. Many researchers have proposed machine and deep learning-based classifiers to classify DDoS and benign network traffic in online streams from IoT devices. However, the performance of the traditional machine and deep learning algorithms deteriorates when sudden concept or data drift occurs in the online streams and the volume and velocity of IoT network traffic increases. To address these challenges, we propose UASDAC, an adaptive and scalable data pipeline designed specifically to handle concept drift and detect DDoS traffic in real-time in massive online streams originating from IoT devices. UASDAC incorporates three key components: an online network stream collector for data collection, an online network stream analyzer with an unsupervised drift detector for detecting drift and DDoS traffic, and an online network stream repository for storing streams for future analytics. UASDAC leverages big data technologies to implement all the three components to achieve scalability. Additionally, UASDAC introduces an effective and efficient retraining technique to adapt to novel patterns in online streams in the presence of concept drift. We evaluated the performance of UASDAC in different concept drift scenarios using the benchmark dataset NSL-KDD and the latest IoT dataset IoT23. Our results demonstrate that UASDAC effectively identifies DDoS traffic in the presence of concept drift, achieving an accuracy range of 99.7% to 99.9%.",10.1109/ACCESS.2024.3397512,S. Selvam; U. Maheswari Balasubramanian
On the Appropriate Methodologies for Data Science Projects,2021,-1,Outliers,0.155095420756154,"Data science is an emerging discipline with a particular research focus on improving the available techniques for data analysis. While the number of data science projects is growing, unfortunately, there is a slight consideration of how a team performs a data science project. Although the existence of a repeatable well-defined process could deal with many challenges of data science projects, researches conducted in recent years indicate a convergence of the results to agile methodologies as the appropriate ones for the projects. In this paper, first, the tasks and roles of individuals in data science projects are addressed; then, some research conducted for the methodologies used in the projects are studied. The study shows that agile methodologies could resolve many issues of data science projects by increasing the communications and cooperation of the team members and investors.",10.1109/ICIT52682.2021.9491712,A. Karimi Dastgerdi; T. Javdani Gandomani
Maturity Assessment Model for Industrial Data Pipelines,2023,-1,Outliers,0.2796684874354568,"Data pipelines can be defined as a complex chain of interconnected activities that starts with a data source and ends in a data sink. They can process data in multiple formats from various data sources with minimal human intervention, speed up data life cycle operations, and enhance productivity in data-driven organizations. As a result, companies place a high value on strengthening the maturity of their data pipelines. The available literature, on the other hand, is significantly insufficient in terms of providing a comprehensive roadmap to guide companies in assessing the maturity of their data pipelines. Therefore, this case study focuses on developing a data pipeline maturity assessment model that can evaluate the maturity of data pipelines in a staged manner from maturity level 1 to maturity level 5. We conducted empirical research in order to develop the maturity assessment model on the basis of five different determinants to address the specific needs of each data pipeline maturity level. Accordingly, it aims to support organizations in assessing their current data pipeline maturity, determining challenges at each stage, and preparing an extensive roadmap and suggestions for data pipeline maturity improvement. In future work, we plan to employ the maturity model in different companies as a case study to evaluate its applicability and usefulness.",10.1109/APSEC60848.2023.00062,A. R. M; J. Bosch; H. H. Olsson
Research on Data Acquisition and Processing Under the Coordination of Multiple Value Chains in the Manufacturing Industry—Taking the Electric Vehicle Manufacturing Industry as an Example,2021,3,Topic_3_industry_manufacturing_chain,0.3789772081011865,"With the rapid development of economic globalization and the continuous changes of digital technology and the Internet, the electric vehicle manufacturing industry has become an effective way to improve its own competitive advantage by strengthening the collaborative management of many industrial chains and value chains, while the construction of data space is to increase the company’s An effective tool for chain collaboration. Based on this, this paper first summarizes the characteristics of the data sources of the electric vehicle manufacturing industry from three aspects: “large quantity”, “multiple categories”, and “rapid change”. Secondly, based on the characteristics of the data sources of electric vehicle manufacturers, the theory of data acquisition and processing is explained, and big data methods are proposed to solve the problem of data acquisition in the electric vehicle manufacturing industry. Then, in the context of the rapid growth of the data volume of electric vehicle manufacturers and the increasingly complex data types, the main problems of using big data to obtain data from electric vehicle manufacturers are analyzed. Finally, the countermeasures for data acquisition methods of electric vehicle manufacturers in the future are proposed.",10.1109/CCIS53392.2021.9754677,S. Geng; Y. Liu; D. Niu; X. Guo
Database Integrated Analytics Using R: Initial Experiences with SQL-Server + R,2016,1,Topic_1_data_big_big data,0.9316174238960276,"Most data scientists use nowadays functional or semi-functional languages like SQL, Scala or R to treat data, obtained directly from databases. Such process requires to fetch data, process it, then store again, and such process tends to be done outside the DB, in often complex data-flows. Recently, database service providers have decided to integrate ""R-as-a-Service"" in their DB solutions. The analytics engine is called directly from the SQL query tree, and results are returned as part of the same query. Here we show a first taste of such technology by testing the portability of our ALOJA-ML analytics framework, coded in R, to Microsoft SQL-Server 2016, one of the SQL+R solutions released recently. In this work we discuss some data-flow schemes for porting a local DB + analytics engine architecture towards Big Data, focusing specially on the new DB Integrated Analytics approach, and commenting the first experiences in usability and performance obtained from such new services and capabilities.",10.1109/ICDMW.2016.0009,J. L. Berral; N. Poggi
CIGO! Mobility management platform for growing efficient and balanced smart city ecosystem,2016,1,Topic_1_data_big_big data,0.7624926874217461,"The massive amount of tourists, citizens and traffic in big cities usually collapse busy areas causing transport inefficiency, unbalanced economic growth, crime, and nuisance among citizens and visitors. Therefore, the Smart City strategies such as Smart Mobility and Smart Governance naturally arise as means to improve mobility in urban areas. In this paper we propose a novel mobility management platform and business model that can attract numerous actors and still be orchestrated by the city government. The proposed platform integrates mobility data from various sources such as Open Data, mobile applications, sensors and government data, allowing for its visualisation and analysis while making it actionable through associated third party mobile applications. We propose to inject the city mobility policies to the third party mobile applications which provide services related to the city resources. In this way we form a value chain which connects different actors (city governments, mobile application providers, POI owners, companies that require logistics in cities, and final users) who both take a part in improving the mobility in urban areas, and benefit from the way mobility policies being executed. In this paper we discuss the business model and logical architecture of the proposed platform which has been already deployed in the city of Barcelona.",10.1109/ISC2.2016.7580750,P. Mrazovic; I. De La Rubia; J. Urmeneta; C. Balufo; R. Tapias; M. Matskin; J. L. Larriba-Pey
Using process models to support customer specific production processes,2016,3,Topic_3_industry_manufacturing_chain,0.9300310114294786,Todays production processes are becoming more and more flexible. Customers frequently demand specific production steps that fit to their processes. This leads to a needed flexibility for systems that are used to support decision making processes and the production itself. In this paper an approach is presented that uses process definition coming from an integrated enterprise modelling for connecting information systems and production systems modules. An architecture is presented that uses these models for each process step to provide the needed information for decision makers.,10.1109/ETFA.2016.7733645,A. Dennert; M. Wollschlaeger; P. Gering; T. Knothe; A. Lemcke
Sensing Terminal for Big Data Oil and Gas Pipeline Corrosion Monitoring,2020,1,Topic_1_data_big_big data,0.6561458776922517,"Facing the construction requirements of big data pipelines, a distributed sensor terminal for multi-parameter monitoring of oil and gas pipeline anti-corrosion was designed. The terminal uses the microprocessor S3C2440A as the core, and several sensors form a multi-parameter sensor array monitoring circuit, and realizes the data transmission of the Internet of Things through the 4G DTU communication module and TCP protocol. The device can sense the temperature value, reference potential value, programmable power supply current and voltage output value of the long-distance pipeline in real time, and realize the data interaction with the cloud server. Tests show that the device is practical in realizing the application of big data pipeline monitoring value.",10.1109/ICCNEA50255.2020.00064,L. Li; Y. Wang
Building Relationship between IoT Devices and Consumer,2024,3,Topic_3_industry_manufacturing_chain,1.0,"An analysis of establishing a relationship between IOT devices and consumers acting as a bridge for the development company was tested in this study. This research focuses on how the Internet of Things (IoT) and Industrial Internet of Things (IoT) are bringing changes to the value chain and impacting industrial automation organizations to create a connection smart and sustainable using technologies such as IPv6, Cloud Computing, Fog, Computer Science, Big Data and Big Data Analytics. The main objective is to know how these responsible organizations develop business plans for EO to save time, money and support smart business efforts for quality control, green practices and sustainability, supply chain traceability and overall supply chain efficiency. This empirical study is exploratory and takes a qualitative approach with two data sources: semi-structured interviews providing primary data, mainly the opinions of managers in different positions in the organizations surveyed. To gather employee opinions, it is very important to determine how the organization engages its employees in implementing the OT mission, vision and goals through various programs/projects with status as one of the party's main stakeholders.",10.1109/ICONSTEM60960.2024.10568593,R. Akila; R. Sasikala
Evaluation of technological development for the definition of Industries 4.0,2018,3,Topic_3_industry_manufacturing_chain,1.0,"The impact on the industry generated by the new ICTs stimulates the detection of failures, the improvement of processes, and the acceleration in production times, all variables that significantly alter the levels of productivity in the different industrial sectors where they are implemented.Although nowadays companies use different types of technologies in their administration, marketing or finance processes, among other areas, the insertion of technologies in the automation and control of production processes in the manufacturing industry is generating a new industrial revolution that changes the paradigm of process control by collecting probabilistic samples to work with the totality of the data, managing to store and analyze large volumes of data in real time, impacting on the optimization of production processes.Technologies that permit data capture by sensors with the insertion of IoT, the processing of large volumes of data with Big Data techniques, as well as the integration of complete production information with areas of purchase, sale or logistics allows a comprehensive management of the companies in what is known as the industry 4.0.The present article introduces a taxonomy that identifies which ICTs are specifically implemented in the industry at present, according to the functions that they fulfill in the organizational structure and which are the technologies that are being developed that directly impact on productivity levels and would allow to transform a company into an industry 4.0.",10.1109/CACIDI.2018.8584187,A. Mon; H. R. Del Giorgio; E. De María; M. Querel; C. Figuerola
Design of Automation Systems in Industrial Production under Artificial Intelligence Technology,2022,3,Topic_3_industry_manufacturing_chain,0.8001067035976627,"Among all new generation of information technologies that are rapidly evolving, including mobile broadband internet, big data and cloud computing, artificial intelligence (AI) technology has emerged as the highlight. As the world is at the critical juncture of transforming from a market-driven development model to an innovation driven one, this paper explores the function of AI in intelligent manufacturing, characteristics and edges of applying AI in industrial production and how AI can be applied to designing automation systems in industrial production with assistance of specific technologies. In other words, this paper discovers the connotation, characteristics and edges of applying AI to industrial production. It finds that industrial production is advancing towards “digitalization”, “networking” and “intelligence”. In this regard, application of AI in industrial production not only has technological basis like sensing technology and modeling technology, but also can optimize the design of automation systems in industrial production, creating a more productive intelligent manufacturing system.",10.1109/IPEC54454.2022.9777306,J. Zeng
End-to-End Data Quality Assessment Using Trust for Data Shared IoT Deployments,2022,-1,Outliers,0.3662794859232214,"Continued development of communication technologies has led to widespread Internet-of-Things (IoT) integration into various domains, including health, manufacturing, automotive, and precision agriculture. This has further led to the increased sharing of data among such domains to foster innovation. Most of these IoT deployments, however, are based on heterogeneous, pervasive sensors, which can lead to quality issues in the recorded data. This can lead to sharing of inaccurate or inconsistent data. There is a significant need to assess the quality of the collected data, should it be shared with multiple application domains, as inconsistencies in the data could have financial or health ramifications. This article builds on the recent research on trust metrics and presents a framework to integrate such metrics into the IoT data cycle for real-time data quality assessment. Critically, this article adopts a mechanism to facilitate end-user parameterization of a trust metric tailoring its use in the framework. Trust is a well-established metric that has been used to determine the validity of a piece or source of data in crowd-sourced or other unreliable data collection techniques such as that in IoT. The article further discusses how the trust-based framework eliminates the requirement for a gold standard and provides visibility into data quality assessment throughout the big data model. To qualify the use of trust as a measure of quality, an experiment is conducted using data collected from an IoT deployment of sensors to measure air quality in which low-cost sensors were colocated with a gold standard reference sensor. The calculated trust metric is compared with two well-understood metrics for data quality, root mean square error (RMSE), and mean absolute error (MAE). A strong correlation between the trust metric and the comparison metrics shows that trust may be used as an indicative quality metric for data quality. The metric incorporates the additional benefit of its ability for use in low context scenarios, as opposed to RMSE and MAE, which require a reference for comparison.",10.1109/JSEN.2022.3203853,J. Byabazaire; G. M. P. O’Hare; D. T. Delaney
On a Pipeline-Based Architecture for Parallel Visualization of Large-Scale Scientific Data,2016,1,Topic_1_data_big_big data,0.5682184293036507,"Many extreme-scale scientific applications generate colossal amounts of data that require a large number of processors for parallel visualization. Among the three well-known visualization schemes, i.e. sort-first/middle/last, sort-last, which is comprised of two stages, i.e. image rendering and composition, is often preferred due to its adaptability to load balance. We propose a very-high-speed pipeline-based architecture for parallel sort-last visualization of big data by developing and integrating three component techniques: i) a fully parallelized per-ray integration method that significantly reduces the number of iterations required for image rendering, ii) a real-time over operator that not only eliminates the restriction of pre-sorting and order-dependency, but also facilitates a high degree of parallelization for image composition, and iii) a novel sort-last visualization pipeline that overlaps rendering and composition to completely avoid waiting time between these two stages. The performance superiority of the proposed parallel visualization architecture is evaluated through rigorous theoretical analyses and further verified by extensive experimental results from the visualization of various real-life scientific datasets on a high-performance visualization cluster.",10.1109/ICPPW.2016.28,D. Chu; C. Q. Wu
"Ultron-AutoML: an open-source, distributed, scalable framework for efficient hyper-parameter optimization",2020,1,Topic_1_data_big_big data,0.5264757454030706,"We present Ultron-AutoML, an open-source, distributed framework for efficient hyper-parameter optimization (HPO) of ML models. Considering that hyper-parameter optimization is compute intensive and time-consuming, the framework has been designed for reliability - the ability to successfully complete an HPO Job in a multi-tenant, failure prone environment, as well as efficiency - completing the job with minimum compute cost and wall-clock time. From a user's perspective, the framework emphasizes ease of use and customizability. The user can declaratively specify and execute an HPO Job, while ancillary tasks - containerizing and running the user's scripts, model checkpointing, monitoring progress, parallelization - are handled by the framework. At the same time, the user has complete flexibility in composing the code-base for specifying the ML model training algorithm as well as, optionally, any custom HPO algorithm. The framework supports the creation of data-pipelines to stream batches of shuffled and augmented data from a distributed file system. This comes in handy for training Deep Learning models based on self-supervised, semi-supervised or representation learning algorithms over large training datasets. We demonstrate the framework's reliability and efficiency by running a BERT pre-training job over a large training corpus using pre-emptible GPU compute targets. Despite the inherent unreliability of the underlying compute nodes, the framework is able to complete such long running jobs at 30% of the cost with a marginal increase in wall-clock time. The framework also comes with a service to monitor jobs and ensures reproducibility of any result.",10.1109/BigData50022.2020.9378071,S. Narayan; C. S. Krishna; V. Mishra; A. Rai; H. Rai; C. Bharti; G. S. Sodhi; A. Gupta; N. Singh
Exploration of Workflow Management Systems Emerging Features from Users Perspectives,2019,1,Topic_1_data_big_big data,0.5272321995577051,"There has been a recent emergence of new workflow applications focused on data analytics and machine learning. This emergence has precipitated a change in the workflow management landscape, causing the development of new dataoriented workflow management systems (WMSs) in addition to the earlier standard of task-oriented WMSs. In this paper, we summarize three general workflow use-cases and explore the unique requirements of each use-case in order to understand how WMSs from both workflow management models meet the requirements of each workflow use-case from the user’s perspective. We analyze the applicability of the two models by carefully describing each model and by providing an examination of the different variations of WMSs that fall under the task driven model. To illustrate the strengths and weaknesses of each workflow management model, we summarize the key features of four production-ready WMSs: Pegasus, Makeflow, Apache Airflow, and Pachyderm. To deepen our analysis of the four WMSs examined in this paper,we implement three real-world use-cases to highlight the specifications and features of each WMS. We present our final assessment of each WMS after considering the following factors: usability, performance, ease of deployment, and relevance. The purpose of this work is to offer insights from the user’s perspective into the research challenges that WMSs currently face due to the evolving workflow landscape.",10.1109/BigData47090.2019.9005494,R. Mitchell; L. Pottier; S. Jacobs; R. F. d. Silva; M. Rynge; K. Vahi; E. Deelman
BigDL 2.0: Seamless Scaling of AI Pipelines from Laptops to Distributed Cluster,2022,1,Topic_1_data_big_big data,0.8861117257087806,"Most AI projects start with a Python notebook running on a single laptop; however, one usually needs to go through a mountain of pains to scale it to handle larger dataset (for both experimentation and production deployment). These usually entail many manual and error-prone steps for the data scientists to fully take advantage of the available hardware resources (e.g., SIMD instructions, multi-processing, quantization, memory allocation optimization, data partitioning, distributed computing, etc.). To address this challenge, we have open sourced BigDL 2.0 at https://github.com/intel-analytics/BigDL/ under Apache 2.0 license (combining the original BigDL [19] and Analytics Zoo [18] projects); using BigDL 2.0, users can simply build conventional Python notebooks on their laptops (with possible AutoML support), which can then be transparently accelerated on a single node (with up-to 9.6x speedup in our experiments), and seamlessly scaled out to a large cluster (across several hundreds servers in real-world use cases). BigDL 2.0 has already been adopted by many real-world users (such as Mastercard, Burger King, Inspur, etc.) in production.",10.1109/CVPR52688.2022.02076,J. J. Dai; D. Ding; D. Shi; S. Huang; J. Wang; X. Qiu; K. Huang; G. Song; Y. Wang; Q. Gong; J. Song; S. Yu; L. Zheng; Y. Chen; J. Deng; G. Song
Pipeline Based Big Data Sketching,2021,1,Topic_1_data_big_big data,0.7330089663619027,"Big Data pipeline is an architecture for big data applications where all the sub-modules are composed in a sequential manner. In this architecture, output of one stage forwarded as an input to the next stage of the pipeline. Although, each stage of the pipeline has relevant information, but the data present at intermediate stages is not sufficient to predict inference due to uncertainty present at that stage. Therefore, a probabilistic inference based method is proposed for making strong local inference. For sketching probabilistic inference of Big Data pipeline, this work contributes probabilistic pipeline sketching of inference methods using variable elimination and bucket elimination inference.",10.1109/ISCON52037.2021.9702516,A. Pal; A. Chowdhury; S. Singh; M. Kumar
Towards Data Interoperability: Turning Domain Specific Knowledge to Agnostic across the Data Lifecycle,2016,1,Topic_1_data_big_big data,0.7920094203874167,"Today's rich digital environment is characterised by the exponential increase of the amount of ""born digital"" data, following the penetration of real (e.g. sensors, wearable devices, etc.) and virtual (e.g. online platforms, user generated content, etc.) Internet connected sources. While the majority of the research outcomes is focused on the processing and connectivity aspects, a key question relates to data utilization in cross-application cases: If everything is connected and identified uniquely, how is it possible to use the data from a sensor of an unidentified domain in a different application domain? In this paper an approach enabling the interconnection and utilization of domain specific data to a considerably different domain is presented. A functional scenario of that approach is proposed, trying to address the challenges and the needs emerging in the Internet of Things era, from a view point of increasing data utilization out of a specific's data lifecycle. Semantic data interoperability, integration, annotation, management, discovery, and analysis are issues being considered in the proposed approach.",10.1109/WAINA.2016.69,A. Kiourtis; A. Mavrogiorgou; D. Kyriazis; I. Maglogiannis; M. Themistocleous
Anovos: A Scalable Feature Engineering Library,2022,1,Topic_1_data_big_big data,0.6136443944128074,"In the current era of big data, the amount of data a company can acquire is growing exponentially. However, the data are only meaningful if they are used wisely. This paper introduces Anovos, an open-source library built on top of Apache Spark. It is designed to perform efficient, end-to-end feature engineering at scale (with TBs of Data), and helps implement a systematic and procedural data pipeline with enterprise data at one end and model-ready features at the other. Besides improving the current exploratory data analysis process, we have also introduced a few key innovations in Anovos: the concept of data stability index, a single-metric indication of the stability of an independent variable in a longitudinal way, as well as Feature Explorer and Feature Mapper, powered by semantic similarity-based AI models, in order to solve the cold-start problem of building high-quality predictive features for the model training process.",10.1109/BigData55660.2022.10020731,A. Datta; K. Sangaralingam; S. Chen; D. Tran; S. Sen; R. Ranjan
State of the art of technology in the food sector value chain towards the IoT,2016,-1,Outliers,0.4154547703253237,"The food sector is challenged to provide safe and qualitative food to consumers at affordable price and to feed appropriately increasing population using natural resources, like soil and water, in a sustainable way. Consumers awareness about food origin, nutritional and wellness properties, attention to processed meals ingredients, due to health issues, and requests of new customized portions formats and receipts, related to habits changes, are also demanding trends in the sector. Several technologies can help to address those responsibilities of efficient, safe and environmental respectful production, and strict communication and connection with the consumers. This paper provides a state of the art of smart and other emerging technologies framed in the whole food supply-chain, to create a picture of the added value that the technology can bring to the sector. Moreover, the evolutions towards the Internet of Things (IoT) paradigm adoption are presented.",10.1109/RTSI.2016.7740612,L. Ramundo; M. Taisch; S. Terzi
Smart Services Maturity Level in Germany,2018,3,Topic_3_industry_manufacturing_chain,0.6901836548033985,"Digitization of business processes is changing the industry. Enterprises using data as efficiently and smart as possible, can often create a clear competitive advantage and be more responsive to their customer needs. Through the smart use of data, new business models can be created. The most well-known changes of digitization are taking place in the B2C market. The B2B market is affected by this change too. Enterprises recognize the ongoing shift to a service-oriented society and therefore should be able to react directly to the customer needs. Service based business models, such as implementing Smart Services, are developed and intergarted in existing enterprise offerings. This paper reports upon a study of the maturity level regarding Smart Services of three selected German enterprises. The aim is to highlight the the impact of the ongoing digital transformation and map the maturity levels with regards to digitization and Smart Services. The case studies offer a first assessment about the current situation of Smart Services, using sub-categories to pinpoint developments, in manufacturing enterprises. The analysis shows that the maturity levels of these enterprises depend on their technology management, financial resources and corporate culture. The three cases have a high maturity level and already implemented Smart Services in their business model strategy. Nevertheless, there is still potential for improvement, especially regarding `Simultaneous Engineering' and `Automation Level'. It can be stated that within these enterprises financial resources, critical awareness as well as know-how of digitization and Smart Services are available. The cases were organizationally rather set in rigid structures. In order to reach an even higher degree of maturity and thus to remain competitive in the future, the enterprises should fundamentally rethink their corporate culture. These case studies may be considered as a pilot study into this topic, with refinements and improvements to further studies possible.",10.1109/ICE.2018.8436329,F. Kaltenbach; P. Marber; C. Gosemann; T. Bölts; A. Kühn
Towards Edge-Cloud Computing,2018,1,Topic_1_data_big_big data,1.0,"In this paper, we propose edge-cloud computing as a new framework for organizing the data pipeline functions, i.e., acquisition, processing and analytics, in the Internet of Things systems. Edge-cloud computing consists of three layers, namely smart edge devices, fog computing layer and cloud computing layer. Being an intrinsically hierarchical framework, edge-cloud computing is able to tackle the complexities of Internet of Things systems more fundamentally. In particular, we discuss the main roles of orchestration and intermediary that fog computing undertakes for microservices and cloud services, and the fundamental underpinning function - automated service provisioning in fog computing.",10.1109/BigData.2018.8622052,H. Tianfield
