Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
JTSCDDKB,journalArticle,2025,"Kidmose, Brooke","A review of smart vehicles in smart cities: Dangers, impacts, and the threat landscape",Vehicular Communications,,2214-2096,10.1016/j.vehcom.2024.100871,https://www.sciencedirect.com/science/article/pii/S2214209624001463,"The humble, mechanical automobile has gradually evolved into our modern connected and autonomous vehicles (CAVs)—also known as “smart vehicles.” Similarly, our cities are gradually developing into “smart cities,” where municipal services from transportation networks to utilities to recycling to law enforcement are integrated. The idea, with both smart vehicles and smart cities, is that more data leads to better, more informed decisions. Smart vehicles and smart cities would acquire data from their own equipment (e.g., cameras, sensors) and from their connections—e.g., connections to fellow smart vehicles, to road-side infrastructure, to smart transportation systems (STSs), etc. Unfortunately, the paradigm of smart vehicles in smart cities is rife with danger and ripe for misuse. One vulnerable system or service could become an attacker's entry point, facilitating access to every connected vehicle, device, etc. Worse, smart vehicles and smart cities are inherently cyber-physical; a cyberattack can have physical consequences, including destruction of infrastructure and loss of life. Lastly, to leverage all the benefits of smart vehicles in smart cities, we would need to accept exorbitant levels of data collection and surveillance, which, in the absence of ironclad privacy protections, could lead to total lack of privacy. In this work, we define the automotive context—i.e., smart vehicles—within the larger context of smart cities as our threat landscape. Then, we enumerate and describe all of the (1) threats, (2) attack surfaces & targets, (3) areas of concern (indirect vulnerabilities & threats), and (4) impacts of smart vehicles in smart cities. Our objective is to demonstrate that the dangers are real and imminent—in the hope that they will be addressed before an attack on the “smart vehicles in smart cities” paradigm results in loss of life.",2025-02-01,2025-10-16 11:49:50,2025-10-16 11:49:50,,100871,,,51,,Vehicular Communications,,,,,,,,,,,,,,,,,,,Automotive; Connected and autonomous vehicle; Cybersecurity; Smart city; Smart transportation system; Threat landscape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DJ4RASLJ,journalArticle,2020,"Liu, Tingting; Mostafa, Sherif; Mohamed, Sherif; Nguyen, Tuan Son",Emerging themes of public-private partnership application in developing smart city projects: a conceptual framework,Built Environment Project and Asset Management,,2044-124X,10.1108/BEPAM-12-2019-0142,https://www.sciencedirect.com/science/article/pii/S2044124X20000220,"Purpose Cities are facing challenges with their smart city agenda due to tighter budget constraints, varied interests of different stakeholders and increasing needs of technological innovation. Therefore, cities are partnering with private organisations to advance smart city projects. This research critically analyses the existing research published on public-private partnerships (PPPs) for the development of smart city projects and aims to identify the emerging themes and recommend mechanisms and strategies for improved use of smart city PPPs. Design/methodology/approach The content/textual analysis was conducted on 52 research publications relating to PPP and smart city from 2001 to 2020. With the assistance of the Leximancer software, the related literature was systematically analysed and synthesised to present the emerging themes of PPP application within the smart city context. Findings The analyses reveal that smart city PPPs mainly concentrated on building new or improving existing infrastructure. The research identifies five themes on PPP application for smart city development: (1) Technological innovation integration and increased risk profile, (2) Smart citizen engagement and participatory governance, (3) Data sharing and information security, (4) Transformation of PPP process and approach and (5) PPPs for urban sustainability. This research consolidates these five themes in a proposed sustainable public-private-people partnership (PPPP) framework. Originality/value This research provides a new perspective on rethinking the extant PPP models by highlighting the emerging themes in the PPP application for smart city development. This study provides useful recommendations for smart city infrastructure project partnership and engagement among the public and private sectors, and the city residents.",2020-06-04,2025-10-16 11:49:50,2025-10-16 11:49:50,,138-156,,1,11,,Built Environment Project and Asset Management,,,,,,,,,,,,,,,,,,,Content analysis; Emerging themes of PPPs; Public-private partnership; Public-private-people partnerships; Smart cities; Systematic literature review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938G5TDL,journalArticle,2022,"Tan, Evrim; Mahula, Stanislav; Crompvoets, Joep",Blockchain governance in the public sector: A conceptual framework for public management,Government Information Quarterly,,0740-624X,10.1016/j.giq.2021.101625,https://www.sciencedirect.com/science/article/pii/S0740624X21000617,"A key challenge behind the adoption of blockchain in the public sector is understanding the dynamics of blockchain governance. Based on a systematic literature review, this article analyzes different approaches to blockchain governance across disciplines and develops a comprehensive conceptual framework for the study of blockchain governance decisions in the public sector. The framework clusters nine types of governance decisions (infrastructure architecture, application architecture, interoperability, decision-making mechanism, incentive mechanism, consensus mechanism, organization of governance, accountability of governance, and control of governance) into three levels of analysis (micro, meso, and macro-levels). Drawing on public management theories and concepts, the article elucidates the implications of various governance choices in each level of governance and provides a primer for researchers and policy practitioners on the design of blockchain-based systems in the public sector.",2022-01-01,2025-10-16 11:49:50,2025-10-16 11:49:50,,101625,,1,39,,Government Information Quarterly,,,,,,,,,,,,,,,,,,,Blockchain; DAO; Distributed ledger technology; Governance; Public management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5L8CLPY4,journalArticle,2025,"Mahroof, Kamran; Weerakkody, Vishanth; Hussain, Zahid; Sivarajah, Uthayasankar",Navigating power dynamics in the public sector through AI-driven algorithmic decision-making,Government Information Quarterly,,0740-624X,10.1016/j.giq.2025.102053,https://www.sciencedirect.com/science/article/pii/S0740624X25000474,"Public sector institutions are under increasing pressure to deliver greater public value through disruptive technologies, despite ongoing pressures. In response to evolving technological change and an abundance of information, many public sector organisations have adopted Artificial Intelligence (AI) to improve decision-making and generate social value. While AI's role in public administration is gaining attention, little is known about how its use alters internal power dynamics. This research uses a qualitative case study approach, drawing on 30 semi-structured interviews with operational managers and various analysts in a large public institution to explore how AI influences power relations. Findings reveal that AI use creates tensions among operational managers, organisation-wide analysts and the increasingly influential hybrid/in-house analysts who possess both technical and institutional expertise. The study presents and empirically validates the AI Power Enactment Framework and introduces the AI Power Matrix, providing policymakers with a structured tool to evaluate AI projects. These insights can inform targeted funding strategies and capacity building, helping to lessen dependence on hybrid analysts and enhance the success of AI implementation in the public sector.",2025-09-01,2025-10-16 11:49:50,2025-10-16 11:49:50,,102053,,3,42,,Government Information Quarterly,,,,,,,,,,,,,,,,,,,Algorithmic decision-making; Artificial intelligence; Data analysts; Institutional knowledge; Power dynamics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULLQJ8XM,journalArticle,2017,"Sheng, Jie; Amankwah-Amoah, Joseph; Wang, Xiaojun",A multidisciplinary perspective of big data in management research,International Journal of Production Economics,,0925-5273,10.1016/j.ijpe.2017.06.006,https://www.sciencedirect.com/science/article/pii/S092552731730169X,"In recent years, big data has emerged as one of the prominent buzzwords in business and management. In spite of the mounting body of research on big data across the social science disciplines, scholars have offered little synthesis on the current state of knowledge. To take stock of academic research that contributes to the big data revolution, this paper tracks scholarly work's perspectives on big data in the management domain over the past decade. We identify key themes emerging in management studies and develop an integrated framework to link the multiple streams of research in fields of organisation, operations, marketing, information management and other relevant areas. Our analysis uncovers a growing awareness of big data's business values and managerial changes led by data-driven approach. Stemming from the review is the suggestion for research that both structured and unstructured big data should be harnessed to advance understanding of big data value in informing organisational decisions and enhancing firm competitiveness. To discover the full value, firms need to formulate and implement a data-driven strategy. In light of these, the study identifies and outlines the implications and directions for future research.",2017-09-01,2025-10-16 11:49:50,2025-10-16 11:49:50,,97-112,,,191,,International Journal of Production Economics,,,,,,,,,,,,,,,,,,,Big data; Literature review; Management research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLEPD998,journalArticle,2025,"Al-Suwaidi, Khalifa; Alsyouf, Imad; Tahboub, Zain; Alsaad, Abdallah; Alsyouf, Adi",Factors impacting employee productivity in the UAE public sector embracing the Fourth Industrial Revolution,Social Sciences & Humanities Open,,2590-2911,10.1016/j.ssaho.2025.101706,https://www.sciencedirect.com/science/article/pii/S2590291125004346,"The Fourth Industrial Revolution (4IR) is rapidly transforming the nature of work, service delivery, and performance expectations in public sector institutions. These digital disruptions have raised critical questions about how employee productivity can be sustained amid evolving technologies and organizational structures. In this context, understanding the influence of human resource management (HRM), workforce capacity (WFC), and people leadership (PL) becomes essential for enhancing public sector performance. Grounded in socio-technical systems (STS) theory, this study proposes an integrated framework to address productivity challenges unique to the UAE context. A cross-sectional survey of 303 public-sector employees in Sharjah was conducted, and data were analyzed using descriptive statistics, inferential tests, and the relative importance index (RII) technique. The findings reveal that HRM, WFC, and PL significantly affect four key outcomes: productivity, quality of work life, distributive fairness (DF), and work-from-home arrangements (WHA). Notably, the most influential factor across all domains was a positive work environment (RII = 0.902), followed by job security (RII = 0.894) and supervisory behavior (RII = 0.889). These results provide empirical support for prioritizing human-centric strategies within public sector reform efforts. The study contributes to both theory and practice by offering evidence-based insights for policymakers aiming to strengthen workforce performance in the era of digital transformation.",2025-01-01,2025-10-16 11:49:50,2025-10-16 11:49:50,,101706,,,12,,Social Sciences & Humanities Open,,,,,,,,,,,,,,,,,,,Human resource management; People leadership; Productivity; Public service; Workforce capacity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTW8RJ99,journalArticle,2017,"Akoka, Jacky; Comyn-Wattiau, Isabelle; Laoufi, Nabil",Research on Big Data – A systematic mapping study,SI: New modeling in Big Data,,0920-5489,10.1016/j.csi.2017.01.004,https://www.sciencedirect.com/science/article/pii/S0920548917300211,"Big Data has emerged as a significant area of study for both practitioners and researchers. Big Data is a term for massive data sets with large structure. In 2012, Big Data passed the top of the Gartner Hype Cycle, attesting the maturity level of this technology and its applications. The aim of this paper is to examine how do researchers grasp the big data concept? We will answer the following questions: How many research papers are produced? What is the annual trend of publications? What are the hot topics in big data research? What are the most investigated big data topics? Why the research is performed? What are the most frequently obtained research artefacts? What does big data research produces? Who are the active authors? Which journals include papers on Big Data? What are the active disciplines? For this purpose, we provide a framework identifying existing and emerging research areas of Big Data. This framework is based on eight dimensions, including the SMACIT (Social Mobile Analytics Cloud Internet of Things) perspective. Current and past research in Big Data are analyzed using a systematic mapping study of publications based on more than a decade of related academic publications. The results have shown that significant contributions have been made by the research community, attested by a continuous increase in the number of scientific publications that address Big Data. We found that researchers are increasingly involved in research combining Big Data and Analytics, Cloud, Internet of things, mobility or social media. As for quality objectives, besides an interest in performance, other topics as scalability is emerging. Moreover, security and quality aspects become important. Researchers on Big Data provide more algorithms, frameworks, and architectures than other artifacts. Finally, application domains such as earth, energy, medicine, ecology, marketing, and health attract more attention from researchers on big data. A complementary content analysis on a subset of papers sheds some light on the evolving field of big data research.",2017-11-01,2025-10-16 11:49:50,2025-10-16 11:49:50,,105-115,,,54,,Computer Standards & Interfaces,,,,,,,,,,,,,,,,,,,Analytics; Artefact; Big Data; Framework; Systematic mapping study; Usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G9VUU3M5,journalArticle,2024,"Dissanayake, Hiranya; Manta, Otilia; Iddagoda, Anuradha; Palazzo, Maria",AI applications in business: Trends and insights using bibliometric analysis,The International Journal of Management Education,,1472-8117,10.1016/j.ijme.2024.101075,https://www.sciencedirect.com/science/article/pii/S1472811724001460,"Artificial intelligence in the business plays key role in the current world. To track the research output, we conducted bibliometric analysis on the Artificial Intelligence (AI) applications in business from 1977 to 2023. The main objective of this study is to examine publication trends, influential authors, impactful sources, global contributions, and prevalent keywords, themes employing rigorous statistical methodologies. SCOPUS database was searched with AI and Business term from the starting period and biblioshiny and Vos Viewer software used for the analysis. Key findings reveal a rising trend in AI applications in business publications. Leading journals emerge, and the USA, United Kingdom, and China lead in global contributions. Frequently used keywords encompass ethics, machine learning, and big data. Thematic mapping categorizes themes, unveiling motor, niche, emerging, and basic themes. This analysis provides a comprehensive overview for researchers, policymakers, management educators and industry practitioners, shedding light on the dynamic landscape of AI and its intersection with business.",2024-11-01,2025-10-16 11:49:50,2025-10-16 11:49:50,,101075,,3,22,,The International Journal of Management Education,,,,,,,,,,,,,,,,,,,Artificial intelligence (AI); Bibliometric analysis; Big data; Business; Ethics; Machine learning; Management education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZEPAB8N8,journalArticle,2020,"Warkentin, Merrill; Orgeron, Craig",Using the security triad to assess blockchain technology in public sector applications,International Journal of Information Management,,0268-4012,10.1016/j.ijinfomgt.2020.102090,https://www.sciencedirect.com/science/article/pii/S026840121930060X,"This conceptual paper explores the impact of blockchain technology on public sector processes through the lens of information security. It includes an overview of the evolution of e-government, a synopsis of existing applications of blockchain technology, and innovative blockchain developments. We utilize the Confidentiality-Integrity-Accessibility (CIA) triad to guide our discussion of the security, governance, and regulatory implications of this technology. Leveraging the CIA triad model, we provide context for public managers who may consider blockchain technologies, and we highlight certain advantages arising from the “non-reputability” of distributed ledgers. In particular, we highlight the advantages of blockchain technologies with regards to non-reputability to help public managers understand how to best leverage blockchain technology to transform operations.",2020-06-01,2025-10-16 11:49:50,2025-10-16 11:49:50,,102090,,,52,,International Journal of Information Management,,,,,,,,,,,,,,,,,,,Blockchain technology; Government; Public sector applications; Security triad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAQSU8LH,journalArticle,2025,"Azzahro, Fatimah; Hidayanto, Achmad Nizar; Shihab, Muhammad Rifki",Examining factors shaping citizens’ perception of artificial intelligence in government: A systematic literature review,Social Sciences & Humanities Open,,2590-2911,10.1016/j.ssaho.2025.101518,https://www.sciencedirect.com/science/article/pii/S2590291125002463,"The adoption of Artificial Intelligence (AI) in government services has the potential to revolutionize public administration by enhancing efficiency, accuracy, and accessibility. However, the success of AI implementation heavily relies on public perception, which influences trust, acceptance, and willingness to adopt these technologies. Although previous studies have outlined benefits, risks, and challenges of AI use in government, a gap remains in understanding AI use in government from the perspective of citizens. With this goal in mind, this paper examines research related to AI use in the government services from the perspective of citizens. A review of the literature covering 41 articles available in four research databases was completed using the PRISMA protocol for literature reviews. The results revealed six key factors that influence citizens’ perception towards AI use in government: perceived benefit, perceived concern, characteristic of AI-based government services, trust, individual characteristic, and external factors. Based on the findings, a conceptual framework is proposed. These findings provide a foundation for future research and practical strategies to foster successful AI adoption in the public sector.",2025-01-01,2025-10-16 11:49:50,2025-10-16 11:49:50,,101518,,,11,,Social Sciences & Humanities Open,,,,,,,,,,,,,,,,,,,Artificial intelligence; Citizen perception; Digital government; PRISMA; Public sector; Systematic literature review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RYH8G2TD,journalArticle,2021,"Garengo, Patrizia; Sardi, Alberto",Performance measurement and management in the public sector: state of the art and research opportunities,International Journal of Productivity and Performance Management,,1741-0401,10.1108/IJPPM-03-2020-0102,https://www.sciencedirect.com/science/article/pii/S1741040121000169,"Purpose Since the 1980s, performance measurement and management (PMM) has been described as an essential element of new public management (NPM) reforms. The purpose of this paper is to provide an overview of the current state of the art and future research opportunities for PMM in public sector management. Design/methodology/approach The paper carried out a bibliometric literature review using two main techniques named (1) performance analysis and (2) science mapping techniques. It investigated the academic research area describing the main publications' trend, the conceptual structure and its evolution from 1996 to 2019. Findings The results highlighted the growing relevance of PMM research in public organisations and confirmed a great interest of the business, management and accounting literature on PMM in public sector management. Furthermore, the results also described a conceptual structure of the public PMM literature analysed and its evolution being too generic to answer public organisations' needs. The results identified five main research gaps and research opportunities. Originality/value Although the adoption of rigorous bibliometric techniques was recognised as being useful for assessing the academic research study, the paper describes the business, management and accounting literature contributing to new theoretical and practical future opportunities.",2021-08-11,2025-10-16 11:49:50,2025-10-16 11:49:50,,1629-1654,,7,70,,International Journal of Productivity and Performance Management,,,,,,,,,,,,,,,,,,,Balanced scorecard; Bibliometric analysis; Literature review; New public management (NPM); Performance analysis; Performance management; Performance measurement; Public; Science mapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6XCCNGVU,journalArticle,2025,"Zhang, Hongyu; Wang, Yidi; Liu, Hongyu",Smart cities lighting the way: Optimizing energy structure and efficiency in the border areas,Journal of Cleaner Production,,0959-6526,10.1016/j.jclepro.2024.144481,https://www.sciencedirect.com/science/article/pii/S0959652624039301,"Underdeveloped border regions face critical challenges in energy efficiency and energy structure, for which smart cities, leveraging advanced digital technologies, offer promising solutions. This study employs text classification algorithms to quantitatively assess smart cities in China and systematically evaluate the impact of smart cities on energy structure and energy efficiency in border areas. The research indicates that smart cities significantly optimize energy structures and enhance energy efficiency, especially in border areas. The mechanisms include improving government regulatory levels through smart supervision investments and reducing market segmentation by enhancing information connectivity. The effect of smart cities is more pronounced in underdeveloped provinces, industrial cities, and resource-oriented areas than in other regions. In addition, investments by provincial governments in both smart supervision and information connectivity have a greater impact on energy consumption in border areas than such investments by municipal governments. This study provides an empirical basis for using smart cities to optimize energy structures and mitigate energy inefficiency in border areas and offers practical insights for effectively allocating government funds to maximize the benefits of smart city investments.",2025-01-01,2025-10-16 11:49:50,2025-10-16 11:49:50,,144481,,,486,,Journal of Cleaner Production,,,,,,,,,,,,,,,,,,,Border areas; Energy efficiency; Energy structure; Quantitative evaluation; Smart city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRSG4XQD,journalArticle,2025,"Cinar, Emre; Prodius, Oksana; Sokoly, Ivan; Ozcan, Sercan; Guenduez, Ali Asker",The political context of public sector innovation: A critical interpretive synthesis on Ukraine,Research Policy,,0048-7333,10.1016/j.respol.2025.105322,https://www.sciencedirect.com/science/article/pii/S0048733325001519,"Innovation often sparks power struggles, redistributes resources, and challenges entrenched institutional legacies. Yet the role of power dynamics embedded in political contexts, particularly in non-Western countries, in shaping public sector innovation (PSI) has remained underexplored. This study addresses this gap by examining how power dynamics at multiple levels and critical junctures have shaped PSI trajectories over time in Ukraine. Drawing on historical institutionalism and using a context-specific critical interpretive synthesis of 84 studies from 1991 to 2022, we reveal how critical junctures intensified PSI and enabled new innovation priorities. However, these moments were deeply conditioned by existing power dynamics across international, national and subnational political levels. While some innovations contributed to the redistribution of power, others were stalled or fragmented owing to path dependencies. This study makes two primary theoretical contributions: first, it reconceptualizes political context as a dynamic, multilevel arena of vertical and horizontal power contestations that shapes PSI; second, it extends PSI theory by demonstrating how critical junctures operate as temporally bounded periods of constrained agency, cumulatively shaping innovation trajectories. These insights advance our understanding of the complex interplays between political contexts, power dynamics, and temporality in PSI.",2025-12-01,2025-10-16 11:49:50,2025-10-16 11:49:50,,105322,,10,54,,Research Policy,,,,,,,,,,,,,,,,,,,Historical institutionalism; Political context; Political transition; Power; Public sector innovation; Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AN8E4PKW,journalArticle,2021,"Merhi, Mohammad I.",Evaluating the critical success factors of data intelligence implementation in the public sector using analytical hierarchy process,Technological Forecasting and Social Change,,0040-1625,10.1016/j.techfore.2021.121180,https://www.sciencedirect.com/science/article/pii/S0040162521006132,"This study aims to fill a gap in the literature by identifying, defining, and evaluating the critical success factors that impact the implementation of data intelligence in the public sector. Fourteen factors were identified, and then divided into three categories: organization, process, and technology. We used the analytical hierarchy process, a quantitative method of decision-making, to evaluate the importance of the factors presented in the study using data collected from nine experts. The results showed that technology, as a category, is the most important. The analysis also indicated that project management, information systems & data, and data quality are the most important factors among all fourteen critical success factors. We discuss the implications of the analysis for practitioners and researchers in the paper.",2021-12-01,2025-10-16 11:49:50,2025-10-16 11:49:50,,121180,,,173,,Technological Forecasting and Social Change,,,,,,,,,,,,,,,,,,,AHP; Data analytics; Data intelligence; Public sector; Success factors; Systems implementation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UE5899T5,journalArticle,2023,"Kuoppakangas, Päivikki; Stenvall, Jari; Kinder, Tony; Lindfors, Juha; Talonen, Antti",Detecting and managing the mechanism of perceived meaningfulness of work and digital transformation in public sector health and social care services,Technological Forecasting and Social Change,,0040-1625,10.1016/j.techfore.2023.122663,https://www.sciencedirect.com/science/article/pii/S0040162523003487,"This paper provides new insights into perceptions of the meaningfulness of work of service professionals and how it is constructed in the new context of digitalised health and social care long-term services, intended to offer co-created services. It elucidates the criteria evaluating the success of the digital services from the viewpoint of the service professionals. The paper presents case data from advanced digitalised services in Finland based on in-depth interviews with eighteen service professionals. Citing a broad range of literature, the paper carefully defines meaningfulness and co-creation in the context of long-term social and healthcare services and using a Vygotskian approach to social learning, it provides evidence of how context influences perceptions of successful change and of meaningfulness. In doing so, the paper suggests that the context for these digitalised services is best viewed from: (a) the stakeholder ecosystem, (b) the service context and (c) the service delivery framework. While most research on digitalized health and social care services focuses solely on the success or failure of the service, this paper adds to the body of knowledge around the impact of the meaningfulness of work for the professionals involved. The paper concludes with recommendations for influencing meaningfulness in relation to digital co-creation platforms in public sector health and social care services.",2023-09-01,2025-10-16 11:49:50,2025-10-16 11:49:50,,122663,,,194,,Technological Forecasting and Social Change,,,,,,,,,,,,,,,,,,,Co-creation; Digital platform; Digital transformation; Homecare professionals; Long term care; Meaningfulness; Social learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGKK2I7Z,journalArticle,2025,"Tai, Kuang-Ting; Awasthi, Pallavi","An exploration of agile government in the public sector: A systematic literature review at macro, meso, and micro levels of analysis",Government Information Quarterly,,0740-624X,10.1016/j.giq.2025.102082,https://www.sciencedirect.com/science/article/pii/S0740624X25000760,"Originating from private sector software development, agile has permeated the public sector, fostering innovative reforms not just in project management but also in organizational management and collaborative governance. Despite its widespread adoption, there exists a paucity of research delving into the intricacies of agile practices, particularly for the potential conflicts and interactions with the traditional waterfall-based approaches. Employing the Preferred Reporting Items for Systematic reviews and Meta-Analyses (PRISMA) method, this systematic review aims to address three fundamental research questions concerning the conceptualization, implementation, and impacts of agile government. To deepen theoretical insight and practical application, our study classifies agile into three distinct levels: Micro (project management), Meso (organizational management), and Macro (governance structure). Our analysis uncovers substantial variations in agile practices across these levels, reflecting a deliberate strategy aimed at harmonizing with existing bureaucratic systems. This study concludes by offering policy implications and delineating avenues for future research endeavors.",2025-12-01,2025-10-16 11:49:50,2025-10-16 11:49:50,,102082,,4,42,,Government Information Quarterly,,,,,,,,,,,,,,,,,,,Agile; Agile governance; Agile management; Agility; PRISMA; Systematic literature review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7V8ZVZZY,journalArticle,2024,"Makkonen, Teemu; Inkinen, Tommi",Inclusive smart cities? Technology-driven urban development and disabilities,Cities,,0264-2751,10.1016/j.cities.2024.105334,https://www.sciencedirect.com/science/article/pii/S0264275124005481,"The concept of smart cities refers to urban areas that utilize (digital) technologies to enhance urban operations, services, and the quality of life of their residents. However, people have varying possibilities and capabilities for using (digital) technologies. This intertwines the technology-driven urban development with the ideal of inclusiveness (or the lack thereof) as it seems unrealistic to assume that smart cities would benefit equally the whole society. This controversy is approached by questioning whether smart cities can really improve the living conditions of the disadvantaged via reviewing the literature that ties technology-driven urban development to persons with disabilities. The study shows, first, that disabilities are rarely discussed in the extant literature on smart cities particularly from a critical perspective. Second, it is underlined here, based on the reviewed literature, that while smart city initiatives hold promise for enhancing urban living conditions of persons with disabilities, they are not one-size-fits-all answers to tackle the marginalization of persons with disabilities. Rather, since technological solutions do not counter the fundamental barriers of exclusion, urban technologies still need advanced ideas in establishing a truly inclusive smart city.",2024-11-01,2025-10-16 11:49:50,2025-10-16 11:49:50,,105334,,,154,,Cities,,,,,,,,,,,,,,,,,,,Disabilities; Inclusiveness; Smart city; Sustainable development goals; Technology-driven urban development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K343GGUU,journalArticle,2022,"Guenduez, Ali Asker; Mergel, Ines",The role of dynamic managerial capabilities and organizational readiness in smart city transformation,Cities,,0264-2751,10.1016/j.cities.2022.103791,https://www.sciencedirect.com/science/article/pii/S026427512200230X,"This study focuses on the dynamic managerial capabilities of smart city managers and the organizational readiness of a city administration required to drive smart city transformation. After reviewing the literature, we conducted semi-structured interviews with smart city managers in 40 smart cities. We identified five dynamic capabilities that effectively contribute to smart city transformation: seizing, sensing, innovation, integrative, and empowering capability. Our analysis also reveals that a city administration's organizational readiness plays a critical role in these transformative processes and relies on four factors: innovation readiness, resource readiness, a participatory and collective mindset, and strategic readiness. Based on our findings, we suggest a theoretical framework composed of 10 propositions that describe the mutual influences of these dynamic managerial capabilities and organizational readiness factors, together with their contributions to smart city transformation. We conclude with a discussion of the limitations and the implications for future research and practice.",2022-10-01,2025-10-16 11:49:50,2025-10-16 11:49:50,,103791,,,129,,Cities,,,,,,,,,,,,,,,,,,,Cities; Dynamic managerial capabilities; Interviews; Organizational readiness; Smart city; Smart city managers; Transformation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IHSIQYE3,journalArticle,2020,"Matheus, Ricardo; Janssen, Marijn; Maheshwari, Devender",Data science empowering the public: Data-driven dashboards for transparent and accountable decision-making in smart cities,Government Information Quarterly,,0740-624X,10.1016/j.giq.2018.01.006,https://www.sciencedirect.com/science/article/pii/S0740624X18300303,"Dashboards visualize a consolidated set data for a certain purpose which enables users to see what is happening and to initiate actions. Dashboards can be used by governments to support their decision-making and policy processes or to communicate and interact with the public. The objective of this paper is to understand and to support the design of dashboards for creating transparency and accountability. Two smart city cases are investigated showing that dashboards can improve transparency and accountability, however, realizing these benefits was cumbersome and encountered various risks and challenges. Challenges include insufficient data quality, lack of understanding of data, poor analysis, wrong interpretation, confusion about the outcomes, and imposing a pre-defined view. These challenges can easily result in misconceptions, wrong decision-making, creating a blurred picture resulting in less transparency and accountability, and ultimately in even less trust in the government. Principles guiding the design of dashboards are presented. Dashboards need to be complemented by mechanisms supporting citizens' engagement, data interpretation, governance and institutional arrangements.",2020-07-01,2025-10-16 11:49:50,2025-10-16 11:49:50,,101284,,3,37,,Government Information Quarterly,,,,,,,,,,,,,,,,,,,Accountability; Big data; Dashboards; Data science; Decision-making; Design principles; E-government; Open data; Open government; Policy-making; Smart City; Transparency; Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
